synthetic_id,class_label,is_processed_valid,reason_skipped,num_blade_coords,num_vein_coords,file_blade_mask,file_blade_ect,file_vein_mask,file_vein_ect,file_combined_viz_blade_on_ect,file_combined_viz_vein_on_ect,file_transformed_blade_coords,file_transformed_vein_coords
synthetic_leaf_00021,algeria,True,,456,1216,blade_masks/synthetic_leaf_00021_blade_mask.png,blade_ects/synthetic_leaf_00021_blade_ect.png,vein_masks/synthetic_leaf_00021_vein_mask.png,vein_ects/synthetic_leaf_00021_vein_ect.png,combined_viz/synthetic_leaf_00021_combined_blade.png,combined_viz/synthetic_leaf_00021_combined_vein.png,transformed_coords/synthetic_leaf_00021_blade_coords.npy,transformed_coords/synthetic_leaf_00021_vein_coords.npy
synthetic_leaf_00022,algeria,True,,456,1216,blade_masks/synthetic_leaf_00022_blade_mask.png,blade_ects/synthetic_leaf_00022_blade_ect.png,vein_masks/synthetic_leaf_00022_vein_mask.png,vein_ects/synthetic_leaf_00022_vein_ect.png,combined_viz/synthetic_leaf_00022_combined_blade.png,combined_viz/synthetic_leaf_00022_combined_vein.png,transformed_coords/synthetic_leaf_00022_blade_coords.npy,transformed_coords/synthetic_leaf_00022_vein_coords.npy
synthetic_leaf_00023,algeria,True,,456,1216,blade_masks/synthetic_leaf_00023_blade_mask.png,blade_ects/synthetic_leaf_00023_blade_ect.png,vein_masks/synthetic_leaf_00023_vein_mask.png,vein_ects/synthetic_leaf_00023_vein_ect.png,combined_viz/synthetic_leaf_00023_combined_blade.png,combined_viz/synthetic_leaf_00023_combined_vein.png,transformed_coords/synthetic_leaf_00023_blade_coords.npy,transformed_coords/synthetic_leaf_00023_vein_coords.npy
synthetic_leaf_00024,algeria,True,,456,1216,blade_masks/synthetic_leaf_00024_blade_mask.png,blade_ects/synthetic_leaf_00024_blade_ect.png,vein_masks/synthetic_leaf_00024_vein_mask.png,vein_ects/synthetic_leaf_00024_vein_ect.png,combined_viz/synthetic_leaf_00024_combined_blade.png,combined_viz/synthetic_leaf_00024_combined_vein.png,transformed_coords/synthetic_leaf_00024_blade_coords.npy,transformed_coords/synthetic_leaf_00024_vein_coords.npy
synthetic_leaf_00025,algeria,True,,456,1216,blade_masks/synthetic_leaf_00025_blade_mask.png,blade_ects/synthetic_leaf_00025_blade_ect.png,vein_masks/synthetic_leaf_00025_vein_mask.png,vein_ects/synthetic_leaf_00025_vein_ect.png,combined_viz/synthetic_leaf_00025_combined_blade.png,combined_viz/synthetic_leaf_00025_combined_vein.png,transformed_coords/synthetic_leaf_00025_blade_coords.npy,transformed_coords/synthetic_leaf_00025_vein_coords.npy
synthetic_leaf_00026,algeria,True,,456,1216,blade_masks/synthetic_leaf_00026_blade_mask.png,blade_ects/synthetic_leaf_00026_blade_ect.png,vein_masks/synthetic_leaf_00026_vein_mask.png,vein_ects/synthetic_leaf_00026_vein_ect.png,combined_viz/synthetic_leaf_00026_combined_blade.png,combined_viz/synthetic_leaf_00026_combined_vein.png,transformed_coords/synthetic_leaf_00026_blade_coords.npy,transformed_coords/synthetic_leaf_00026_vein_coords.npy
synthetic_leaf_00027,algeria,True,,456,1216,blade_masks/synthetic_leaf_00027_blade_mask.png,blade_ects/synthetic_leaf_00027_blade_ect.png,vein_masks/synthetic_leaf_00027_vein_mask.png,vein_ects/synthetic_leaf_00027_vein_ect.png,combined_viz/synthetic_leaf_00027_combined_blade.png,combined_viz/synthetic_leaf_00027_combined_vein.png,transformed_coords/synthetic_leaf_00027_blade_coords.npy,transformed_coords/synthetic_leaf_00027_vein_coords.npy
synthetic_leaf_00028,algeria,True,,456,1216,blade_masks/synthetic_leaf_00028_blade_mask.png,blade_ects/synthetic_leaf_00028_blade_ect.png,vein_masks/synthetic_leaf_00028_vein_mask.png,vein_ects/synthetic_leaf_00028_vein_ect.png,combined_viz/synthetic_leaf_00028_combined_blade.png,combined_viz/synthetic_leaf_00028_combined_vein.png,transformed_coords/synthetic_leaf_00028_blade_coords.npy,transformed_coords/synthetic_leaf_00028_vein_coords.npy
synthetic_leaf_00029,algeria,True,,456,1216,blade_masks/synthetic_leaf_00029_blade_mask.png,blade_ects/synthetic_leaf_00029_blade_ect.png,vein_masks/synthetic_leaf_00029_vein_mask.png,vein_ects/synthetic_leaf_00029_vein_ect.png,combined_viz/synthetic_leaf_00029_combined_blade.png,combined_viz/synthetic_leaf_00029_combined_vein.png,transformed_coords/synthetic_leaf_00029_blade_coords.npy,transformed_coords/synthetic_leaf_00029_vein_coords.npy
synthetic_leaf_00030,algeria,True,,456,1216,blade_masks/synthetic_leaf_00030_blade_mask.png,blade_ects/synthetic_leaf_00030_blade_ect.png,vein_masks/synthetic_leaf_00030_vein_mask.png,vein_ects/synthetic_leaf_00030_vein_ect.png,combined_viz/synthetic_leaf_00030_combined_blade.png,combined_viz/synthetic_leaf_00030_combined_vein.png,transformed_coords/synthetic_leaf_00030_blade_coords.npy,transformed_coords/synthetic_leaf_00030_vein_coords.npy
synthetic_leaf_00031,algeria,True,,456,1216,blade_masks/synthetic_leaf_00031_blade_mask.png,blade_ects/synthetic_leaf_00031_blade_ect.png,vein_masks/synthetic_leaf_00031_vein_mask.png,vein_ects/synthetic_leaf_00031_vein_ect.png,combined_viz/synthetic_leaf_00031_combined_blade.png,combined_viz/synthetic_leaf_00031_combined_vein.png,transformed_coords/synthetic_leaf_00031_blade_coords.npy,transformed_coords/synthetic_leaf_00031_vein_coords.npy
synthetic_leaf_00032,algeria,True,,456,1216,blade_masks/synthetic_leaf_00032_blade_mask.png,blade_ects/synthetic_leaf_00032_blade_ect.png,vein_masks/synthetic_leaf_00032_vein_mask.png,vein_ects/synthetic_leaf_00032_vein_ect.png,combined_viz/synthetic_leaf_00032_combined_blade.png,combined_viz/synthetic_leaf_00032_combined_vein.png,transformed_coords/synthetic_leaf_00032_blade_coords.npy,transformed_coords/synthetic_leaf_00032_vein_coords.npy
synthetic_leaf_00033,algeria,True,,456,1216,blade_masks/synthetic_leaf_00033_blade_mask.png,blade_ects/synthetic_leaf_00033_blade_ect.png,vein_masks/synthetic_leaf_00033_vein_mask.png,vein_ects/synthetic_leaf_00033_vein_ect.png,combined_viz/synthetic_leaf_00033_combined_blade.png,combined_viz/synthetic_leaf_00033_combined_vein.png,transformed_coords/synthetic_leaf_00033_blade_coords.npy,transformed_coords/synthetic_leaf_00033_vein_coords.npy
synthetic_leaf_00034,algeria,True,,456,1216,blade_masks/synthetic_leaf_00034_blade_mask.png,blade_ects/synthetic_leaf_00034_blade_ect.png,vein_masks/synthetic_leaf_00034_vein_mask.png,vein_ects/synthetic_leaf_00034_vein_ect.png,combined_viz/synthetic_leaf_00034_combined_blade.png,combined_viz/synthetic_leaf_00034_combined_vein.png,transformed_coords/synthetic_leaf_00034_blade_coords.npy,transformed_coords/synthetic_leaf_00034_vein_coords.npy
synthetic_leaf_00035,algeria,True,,456,1216,blade_masks/synthetic_leaf_00035_blade_mask.png,blade_ects/synthetic_leaf_00035_blade_ect.png,vein_masks/synthetic_leaf_00035_vein_mask.png,vein_ects/synthetic_leaf_00035_vein_ect.png,combined_viz/synthetic_leaf_00035_combined_blade.png,combined_viz/synthetic_leaf_00035_combined_vein.png,transformed_coords/synthetic_leaf_00035_blade_coords.npy,transformed_coords/synthetic_leaf_00035_vein_coords.npy
synthetic_leaf_00036,algeria,True,,456,1216,blade_masks/synthetic_leaf_00036_blade_mask.png,blade_ects/synthetic_leaf_00036_blade_ect.png,vein_masks/synthetic_leaf_00036_vein_mask.png,vein_ects/synthetic_leaf_00036_vein_ect.png,combined_viz/synthetic_leaf_00036_combined_blade.png,combined_viz/synthetic_leaf_00036_combined_vein.png,transformed_coords/synthetic_leaf_00036_blade_coords.npy,transformed_coords/synthetic_leaf_00036_vein_coords.npy
synthetic_leaf_00037,algeria,True,,456,1216,blade_masks/synthetic_leaf_00037_blade_mask.png,blade_ects/synthetic_leaf_00037_blade_ect.png,vein_masks/synthetic_leaf_00037_vein_mask.png,vein_ects/synthetic_leaf_00037_vein_ect.png,combined_viz/synthetic_leaf_00037_combined_blade.png,combined_viz/synthetic_leaf_00037_combined_vein.png,transformed_coords/synthetic_leaf_00037_blade_coords.npy,transformed_coords/synthetic_leaf_00037_vein_coords.npy
synthetic_leaf_00038,algeria,True,,456,1216,blade_masks/synthetic_leaf_00038_blade_mask.png,blade_ects/synthetic_leaf_00038_blade_ect.png,vein_masks/synthetic_leaf_00038_vein_mask.png,vein_ects/synthetic_leaf_00038_vein_ect.png,combined_viz/synthetic_leaf_00038_combined_blade.png,combined_viz/synthetic_leaf_00038_combined_vein.png,transformed_coords/synthetic_leaf_00038_blade_coords.npy,transformed_coords/synthetic_leaf_00038_vein_coords.npy
synthetic_leaf_00039,algeria,True,,456,1216,blade_masks/synthetic_leaf_00039_blade_mask.png,blade_ects/synthetic_leaf_00039_blade_ect.png,vein_masks/synthetic_leaf_00039_vein_mask.png,vein_ects/synthetic_leaf_00039_vein_ect.png,combined_viz/synthetic_leaf_00039_combined_blade.png,combined_viz/synthetic_leaf_00039_combined_vein.png,transformed_coords/synthetic_leaf_00039_blade_coords.npy,transformed_coords/synthetic_leaf_00039_vein_coords.npy
synthetic_leaf_00040,algeria,True,,456,1216,blade_masks/synthetic_leaf_00040_blade_mask.png,blade_ects/synthetic_leaf_00040_blade_ect.png,vein_masks/synthetic_leaf_00040_vein_mask.png,vein_ects/synthetic_leaf_00040_vein_ect.png,combined_viz/synthetic_leaf_00040_combined_blade.png,combined_viz/synthetic_leaf_00040_combined_vein.png,transformed_coords/synthetic_leaf_00040_blade_coords.npy,transformed_coords/synthetic_leaf_00040_vein_coords.npy
synthetic_leaf_00041,algeria,True,,456,1216,blade_masks/synthetic_leaf_00041_blade_mask.png,blade_ects/synthetic_leaf_00041_blade_ect.png,vein_masks/synthetic_leaf_00041_vein_mask.png,vein_ects/synthetic_leaf_00041_vein_ect.png,combined_viz/synthetic_leaf_00041_combined_blade.png,combined_viz/synthetic_leaf_00041_combined_vein.png,transformed_coords/synthetic_leaf_00041_blade_coords.npy,transformed_coords/synthetic_leaf_00041_vein_coords.npy
synthetic_leaf_00042,algeria,True,,456,1216,blade_masks/synthetic_leaf_00042_blade_mask.png,blade_ects/synthetic_leaf_00042_blade_ect.png,vein_masks/synthetic_leaf_00042_vein_mask.png,vein_ects/synthetic_leaf_00042_vein_ect.png,combined_viz/synthetic_leaf_00042_combined_blade.png,combined_viz/synthetic_leaf_00042_combined_vein.png,transformed_coords/synthetic_leaf_00042_blade_coords.npy,transformed_coords/synthetic_leaf_00042_vein_coords.npy
synthetic_leaf_00043,algeria,True,,456,1216,blade_masks/synthetic_leaf_00043_blade_mask.png,blade_ects/synthetic_leaf_00043_blade_ect.png,vein_masks/synthetic_leaf_00043_vein_mask.png,vein_ects/synthetic_leaf_00043_vein_ect.png,combined_viz/synthetic_leaf_00043_combined_blade.png,combined_viz/synthetic_leaf_00043_combined_vein.png,transformed_coords/synthetic_leaf_00043_blade_coords.npy,transformed_coords/synthetic_leaf_00043_vein_coords.npy
synthetic_leaf_00044,algeria,True,,456,1216,blade_masks/synthetic_leaf_00044_blade_mask.png,blade_ects/synthetic_leaf_00044_blade_ect.png,vein_masks/synthetic_leaf_00044_vein_mask.png,vein_ects/synthetic_leaf_00044_vein_ect.png,combined_viz/synthetic_leaf_00044_combined_blade.png,combined_viz/synthetic_leaf_00044_combined_vein.png,transformed_coords/synthetic_leaf_00044_blade_coords.npy,transformed_coords/synthetic_leaf_00044_vein_coords.npy
synthetic_leaf_00045,algeria,True,,456,1216,blade_masks/synthetic_leaf_00045_blade_mask.png,blade_ects/synthetic_leaf_00045_blade_ect.png,vein_masks/synthetic_leaf_00045_vein_mask.png,vein_ects/synthetic_leaf_00045_vein_ect.png,combined_viz/synthetic_leaf_00045_combined_blade.png,combined_viz/synthetic_leaf_00045_combined_vein.png,transformed_coords/synthetic_leaf_00045_blade_coords.npy,transformed_coords/synthetic_leaf_00045_vein_coords.npy
synthetic_leaf_00046,algeria,True,,456,1216,blade_masks/synthetic_leaf_00046_blade_mask.png,blade_ects/synthetic_leaf_00046_blade_ect.png,vein_masks/synthetic_leaf_00046_vein_mask.png,vein_ects/synthetic_leaf_00046_vein_ect.png,combined_viz/synthetic_leaf_00046_combined_blade.png,combined_viz/synthetic_leaf_00046_combined_vein.png,transformed_coords/synthetic_leaf_00046_blade_coords.npy,transformed_coords/synthetic_leaf_00046_vein_coords.npy
synthetic_leaf_00047,algeria,True,,456,1216,blade_masks/synthetic_leaf_00047_blade_mask.png,blade_ects/synthetic_leaf_00047_blade_ect.png,vein_masks/synthetic_leaf_00047_vein_mask.png,vein_ects/synthetic_leaf_00047_vein_ect.png,combined_viz/synthetic_leaf_00047_combined_blade.png,combined_viz/synthetic_leaf_00047_combined_vein.png,transformed_coords/synthetic_leaf_00047_blade_coords.npy,transformed_coords/synthetic_leaf_00047_vein_coords.npy
synthetic_leaf_00048,algeria,True,,456,1216,blade_masks/synthetic_leaf_00048_blade_mask.png,blade_ects/synthetic_leaf_00048_blade_ect.png,vein_masks/synthetic_leaf_00048_vein_mask.png,vein_ects/synthetic_leaf_00048_vein_ect.png,combined_viz/synthetic_leaf_00048_combined_blade.png,combined_viz/synthetic_leaf_00048_combined_vein.png,transformed_coords/synthetic_leaf_00048_blade_coords.npy,transformed_coords/synthetic_leaf_00048_vein_coords.npy
synthetic_leaf_00049,algeria,True,,456,1216,blade_masks/synthetic_leaf_00049_blade_mask.png,blade_ects/synthetic_leaf_00049_blade_ect.png,vein_masks/synthetic_leaf_00049_vein_mask.png,vein_ects/synthetic_leaf_00049_vein_ect.png,combined_viz/synthetic_leaf_00049_combined_blade.png,combined_viz/synthetic_leaf_00049_combined_vein.png,transformed_coords/synthetic_leaf_00049_blade_coords.npy,transformed_coords/synthetic_leaf_00049_vein_coords.npy
synthetic_leaf_00050,algeria,True,,456,1216,blade_masks/synthetic_leaf_00050_blade_mask.png,blade_ects/synthetic_leaf_00050_blade_ect.png,vein_masks/synthetic_leaf_00050_vein_mask.png,vein_ects/synthetic_leaf_00050_vein_ect.png,combined_viz/synthetic_leaf_00050_combined_blade.png,combined_viz/synthetic_leaf_00050_combined_vein.png,transformed_coords/synthetic_leaf_00050_blade_coords.npy,transformed_coords/synthetic_leaf_00050_vein_coords.npy
synthetic_leaf_00051,algeria,True,,456,1216,blade_masks/synthetic_leaf_00051_blade_mask.png,blade_ects/synthetic_leaf_00051_blade_ect.png,vein_masks/synthetic_leaf_00051_vein_mask.png,vein_ects/synthetic_leaf_00051_vein_ect.png,combined_viz/synthetic_leaf_00051_combined_blade.png,combined_viz/synthetic_leaf_00051_combined_vein.png,transformed_coords/synthetic_leaf_00051_blade_coords.npy,transformed_coords/synthetic_leaf_00051_vein_coords.npy
synthetic_leaf_00052,algeria,True,,456,1216,blade_masks/synthetic_leaf_00052_blade_mask.png,blade_ects/synthetic_leaf_00052_blade_ect.png,vein_masks/synthetic_leaf_00052_vein_mask.png,vein_ects/synthetic_leaf_00052_vein_ect.png,combined_viz/synthetic_leaf_00052_combined_blade.png,combined_viz/synthetic_leaf_00052_combined_vein.png,transformed_coords/synthetic_leaf_00052_blade_coords.npy,transformed_coords/synthetic_leaf_00052_vein_coords.npy
synthetic_leaf_00053,algeria,True,,456,1216,blade_masks/synthetic_leaf_00053_blade_mask.png,blade_ects/synthetic_leaf_00053_blade_ect.png,vein_masks/synthetic_leaf_00053_vein_mask.png,vein_ects/synthetic_leaf_00053_vein_ect.png,combined_viz/synthetic_leaf_00053_combined_blade.png,combined_viz/synthetic_leaf_00053_combined_vein.png,transformed_coords/synthetic_leaf_00053_blade_coords.npy,transformed_coords/synthetic_leaf_00053_vein_coords.npy
synthetic_leaf_00054,algeria,True,,456,1216,blade_masks/synthetic_leaf_00054_blade_mask.png,blade_ects/synthetic_leaf_00054_blade_ect.png,vein_masks/synthetic_leaf_00054_vein_mask.png,vein_ects/synthetic_leaf_00054_vein_ect.png,combined_viz/synthetic_leaf_00054_combined_blade.png,combined_viz/synthetic_leaf_00054_combined_vein.png,transformed_coords/synthetic_leaf_00054_blade_coords.npy,transformed_coords/synthetic_leaf_00054_vein_coords.npy
synthetic_leaf_00055,algeria,True,,456,1216,blade_masks/synthetic_leaf_00055_blade_mask.png,blade_ects/synthetic_leaf_00055_blade_ect.png,vein_masks/synthetic_leaf_00055_vein_mask.png,vein_ects/synthetic_leaf_00055_vein_ect.png,combined_viz/synthetic_leaf_00055_combined_blade.png,combined_viz/synthetic_leaf_00055_combined_vein.png,transformed_coords/synthetic_leaf_00055_blade_coords.npy,transformed_coords/synthetic_leaf_00055_vein_coords.npy
synthetic_leaf_00056,algeria,True,,456,1216,blade_masks/synthetic_leaf_00056_blade_mask.png,blade_ects/synthetic_leaf_00056_blade_ect.png,vein_masks/synthetic_leaf_00056_vein_mask.png,vein_ects/synthetic_leaf_00056_vein_ect.png,combined_viz/synthetic_leaf_00056_combined_blade.png,combined_viz/synthetic_leaf_00056_combined_vein.png,transformed_coords/synthetic_leaf_00056_blade_coords.npy,transformed_coords/synthetic_leaf_00056_vein_coords.npy
synthetic_leaf_00057,algeria,True,,456,1216,blade_masks/synthetic_leaf_00057_blade_mask.png,blade_ects/synthetic_leaf_00057_blade_ect.png,vein_masks/synthetic_leaf_00057_vein_mask.png,vein_ects/synthetic_leaf_00057_vein_ect.png,combined_viz/synthetic_leaf_00057_combined_blade.png,combined_viz/synthetic_leaf_00057_combined_vein.png,transformed_coords/synthetic_leaf_00057_blade_coords.npy,transformed_coords/synthetic_leaf_00057_vein_coords.npy
